congress,person_id,person_name,party,state,party_percentage,num_votes_with,num_votes_against
103,S213,Akaka (D-HI),D,HI,0.8480663,614,110
103,S127,Baucus (D-MT),D,MT,0.6767956,490,234
103,S010,Biden (D-DE),D,DE,0.7513812,544,180
103,S167,Bingaman (D-NM),D,NM,0.69337016,502,222
103,S200,Bond (R-MO),R,MO,0.6685083,484,240
103,S128,Boren (D-OK),D,OK,0.61165047,441,280
103,S223,Boxer (D-CA),D,CA,0.73480666,532,192
103,S132,Bradley (D-NJ),D,NJ,0.68508285,496,228
103,S179,Breaux (D-LA),D,LA,0.5966851,432,292
103,S206,Bryan (D-NV),D,NV,0.6878453,498,226
103,S014,Bumpers (D-AR),D,AR,0.73480666,532,192
103,S017,Byrd (D-WV),D,WV,0.62983423,456,268
103,S225,Campbell (D-CO),D,CO,0.57734805,418,306
103,S116,Chafee (R-RI),R,RI,0.2845304,206,518
103,S212,Coats (R-IN),R,IN,0.7040111,509,214
103,S137,Cohen (R-ME),R,ME,0.4392265,318,406
103,S201,Conrad (D-ND),D,ND,0.6243094,452,272
103,S147,D'Amato (R-NY),R,NY,0.6436464,466,258
103,S108,Danforth (R-MO),R,MO,0.52973723,383,340
103,S185,Daschle (D-SD),D,SD,0.78729284,570,154
103,S102,DeConcini (D-AZ),D,AZ,0.621547,450,274
103,S150,Dodd (D-CT),D,CT,0.7845304,568,156
103,S222,Dorgan (D-ND),D,ND,0.5939227,430,294
103,S133,Durenberger (R-MN),R,MN,0.37292817,270,454
103,S129,Exon (D-NE),D,NE,0.56846476,411,312
103,S230,Feingold (D-WI),D,WI,0.6132597,444,280
103,S221,Feinstein (D-CA),D,CA,0.71270716,516,208
103,S033,Ford (D-KY),D,KY,0.7320442,530,194
103,S035,Glenn (D-OH),D,OH,0.78729284,570,154
103,S199,Graham (D-FL),D,FL,0.71823204,520,204
103,S172,Harkin (D-IA),D,IA,0.7430939,538,186
103,S130,Heflin (D-AL),D,AL,0.41436464,300,424
103,S047,Hollings (D-SC),D,SC,0.5966851,432,292
103,S051,Inouye (D-HI),D,HI,0.6735823,487,236
103,S204,Jeffords (R-VT),R,VT,0.12430939,90,634
103,S054,Johnston (D-LA),D,LA,0.6325967,458,266
103,S055,Kennedy (D-MA),D,MA,0.82596684,598,126
103,S208,Kerrey (D-NE),D,NE,0.6712707,486,238
103,S173,Kerry (D-MA),D,MA,0.83425415,604,120
103,S209,Kohl (D-WI),D,WI,0.5635359,408,316
103,S234,Krueger (D-TX),D,TX,0.24657534,36,110
103,S166,Lautenberg (D-NJ),D,NJ,0.69337016,502,222
103,S057,Leahy (D-VT),D,VT,0.8038674,582,142
103,S131,Levin (D-MI),D,MI,0.84254146,610,114
103,S210,Lieberman (D-CT),D,CT,0.6712707,486,238
