congress,person_id,person_name,party,state,party_percentage,num_votes_with,num_votes_against
112,A000365,"Austria (R-OH)",R,OH,0.7384615384615385,452,68
112,B000213,"Barton (R-TX)",R,TX,0.7490494296577946,460,66
112,B000652,"Boswell (D-IA)",D,IA,0.6967370441458733,442,79
112,C001084,"Cicilline (D-RI)",D,RI,0.8195777351247601,474,47
112,C001085,"Clarke (D-MI)",D,MI,0.842911877394636,481,41
112,D000096,"Davis (D-IL)",D,IL,0.7462121212121212,461,67
112,D000613,"Dold (R-IL)",R,IL,0.7312859884836852,451,70
112,G000559,"Garamendi (D-CA)",D,CA,0.76,462,63
112,H001054,"Hayworth (R-NY)",R,NY,0.8535645472061657,481,38
112,H001034,"Honda (D-CA)",D,CA,0.7111517367458866,468,79
112,J000255,"Jones (R-NC)",R,NC,0.5202952029520295,412,130
112,M000087,"Maloney (D-NY)",D,NY,0.7568627450980392,448,62
112,P000588,"Pearce (R-NM)",R,NM,0.7858508604206501,467,56
112,R000486,"Roybal-Allard (D-CA)",D,CA,0.7973231357552581,470,53
112,S001172,"Smith (R-NE)",R,NE,0.8694817658349329,487,34
112,G000554,"Giffords (D-AZ)",D,AZ,0.17922077922077922,227,158
112,H000067,"Hall (R-TX)",R,TX,0.8275862068965517,477,45
112,H000636,"Hinojosa (D-TX)",D,TX,0.7566539923954373,462,64
112,M001143,"McCollum (D-MN)",D,MN,0.8076923076923077,470,50
112,Q000024,"Quayle (R-AZ)",R,AZ,0.7552581261950286,459,64
112,O000169,"Owens (D-NY)",D,NY,0.6817288801571709,428,81
112,C001048,"Culberson (R-TX)",R,TX,0.7175572519083969,450,74
112,P000583,"Paul (R-TX)",R,TX,-0.010309278350515464,288,294
112,P000595,"Peters (D-MI)",D,MI,0.7318007662835249,452,70
112,C001069,"Courtney (D-CT)",D,CT,0.8038461538461539,469,51
112,E000291,"Ellmers (R-NC)",R,NC,0.8895027624309392,513,30
112,G000546,"Graves (R-MO)",R,MO,0.7394636015325671,454,68
