congress,person_id,person_name,party,state,party_percentage,num_votes_with,num_votes_against
109,S223,Boxer (D-CA),D,CA,0.71118015,458,186
109,S289,Alexander (R-TN),R,TN,0.8015504,517,128
109,S250,Allard (R-CO),R,CO,0.7860465,507,138
109,S127,Baucus (D-MT),D,MT,0.61860466,399,246
109,S231,Bennett (R-UT),R,UT,0.8263566,533,112
109,S010,Biden (D-DE),D,DE,0.61860466,399,246
109,S200,Bond (R-MO),R,MO,0.77364343,499,146
109,S249,Brownback (R-KS),R,KS,0.73333335,473,172
109,S300,Burr (R-NC),R,NC,0.7612403,491,154
109,S017,Byrd (D-WV),D,WV,0.6124031,395,250
109,S275,Cantwell (D-WA),D,WA,0.73953485,477,168
109,S277,Carper (D-DE),D,DE,0.64341086,415,230
109,S290,Chambliss (R-GA),R,GA,0.751938,485,160
109,S278,Clinton (D-NY),D,NY,0.77364343,499,146
109,S301,Coburn (R-OK),R,OK,0.65217394,420,224
109,S136,Cochran (R-MS),R,MS,0.80775195,521,124
109,S291,Coleman (R-MN),R,MN,0.63100773,407,238
109,S252,Collins (R-ME),R,ME,0.4604651,297,348
109,S201,Conrad (D-ND),D,ND,0.63100773,407,238
109,S287,Cornyn (R-TX),R,TX,0.77364343,499,146
109,S266,Crapo (R-ID),R,ID,0.78914726,509,136
109,S280,Dayton (D-MN),D,MN,0.7116279,459,186
109,S302,DeMint (R-SC),R,SC,0.76744187,495,150
109,S240,DeWine (R-OH),R,OH,0.5224806,337,308
109,S150,Dodd (D-CT),D,CT,0.7116279,459,186
109,S292,Dole (R-NC),R,NC,0.79844964,515,130
109,S027,Domenici (R-NM),R,NM,0.77984494,503,142
109,S222,Dorgan (D-ND),D,ND,0.7023256,453,192
109,S253,Durbin (D-IL),D,IL,0.80775195,521,124
109,S254,Enzi (R-WY),R,WY,0.7209302,465,180
109,S230,Feingold (D-WI),D,WI,0.6496124,419,226
109,S293,Graham (R-SC),R,SC,0.7023256,453,192
109,S153,Grassley (R-IA),R,IA,0.820155,529,116
109,S224,Gregg (R-NH),R,NH,0.696124,449,196
109,S255,Hagel (R-NE),R,NE,0.77984494,503,142
109,S172,Harkin (D-IA),D,IA,0.7364341,475,170
109,S118,Hatch (R-UT),R,UT,0.80465114,519,126
109,S051,Inouye (D-HI),D,HI,0.6527132,421,224
109,S305,Isakson (R-GA),R,GA,0.7767442,501,144
109,S257,Johnson (D-SD),D,SD,0.73953485,477,168
109,S055,Kennedy (D-MA),D,MA,0.78914726,509,136
109,S209,Kohl (D-WI),D,WI,0.77984494,503,142
109,S166,Lautenberg (D-NJ),D,NJ,0.7860465,507,138
109,S057,Leahy (D-VT),D,VT,0.820155,529,116
109,S131,Levin (D-MI),D,MI,0.82325584,531,114
109,S210,Lieberman (D-CT),D,CT,0.68062013,439,206
109,S269,Lincoln (D-AR),D,AR,0.73023254,471,174
109,S203,Lott (R-MS),R,MS,0.7271318,469,176
109,S174,McConnell (R-KY),R,KY,0.88217056,569,76
109,S182,Mikulski (D-MD),D,MD,0.751938,485,160
109,S282,Nelson (D-FL),D,FL,0.6868217,443,202
109,S283,Nelson (D-NE),D,NE,0.29302326,189,456
109,S298,Obama (D-IL),D,IL,0.78294575,505,140
109,S295,Pryor (D-AR),D,AR,0.70852715,457,188
109,S259,Reed (D-RI),D,RI,0.83255816,537,108
109,S198,Reid (D-NV),D,NV,1.0,645,0
109,S260,Roberts (R-KS),R,KS,0.7953488,513,132
109,S176,Rockefeller (D-WV),D,WV,0.5534884,357,288
109,S297,Salazar (D-CO),D,CO,0.7860465,507,138
109,S244,Santorum (R-PA),R,PA,0.73023254,471,174
109,S106,Sarbanes (D-MD),D,MD,0.8263566,533,112
109,S270,Schumer (D-NY),D,NY,0.7922481,511,134
109,S261,Sessions (R-AL),R,AL,0.7767442,501,144
109,S262,Smith (R-OR),R,OR,0.68992245,445,200
109,S245,Snowe (R-ME),R,ME,0.37984496,245,400
109,S161,Specter (R-PA),R,PA,0.475969,307,338
109,S284,Stabenow (D-MI),D,MI,0.76434106,493,152
109,S090,Stevens (R-AK),R,AK,0.7763975,500,144
109,S296,Sununu (R-NH),R,NH,0.65891474,425,220
109,S286,Talent (R-MO),R,MO,0.6713178,433,212
109,S303,Thune (R-SD),R,SD,0.71782947,463,182
109,S271,Voinovich (R-OH),R,OH,0.6713178,433,212
109,S143,Warner (R-VA),R,VA,0.6992248,451,194
109,S247,Wyden (D-OR),D,OR,0.7457364,481,164
109,S213,Akaka (D-HI),D,HI,0.80465114,519,126
109,S274,Allen (R-VA),R,VA,0.76434106,493,152
109,S264,Bayh (D-IN),D,IN,0.72403103,467,178
109,S167,Bingaman (D-NM),D,NM,0.72403103,467,178
109,S265,Bunning (R-KY),R,KY,0.78914726,509,136
109,S211,Burns (R-MT),R,MT,0.75813955,489,156
109,S272,Chafee, L.  (R-RI),R,RI,0.22170542,143,502
109,S279,Corzine (D-NJ),D,NJ,0.22404371,82,284
109,S215,Craig (R-ID),R,ID,0.76744187,495,150
109,S281,Ensign (R-NV),R,NV,0.72403103,467,178
109,S221,Feinstein (D-CA),D,CA,0.7705426,497,148
109,S241,Frist (R-TN),R,TN,1.0,645,0
109,S235,Hutchison (R-TX),R,TX,0.7612403,491,154
109,S236,Inhofe (R-OK),R,OK,0.71472865,461,184
109,S173,Kerry (D-MA),D,MA,0.76744187,495,150
109,S243,Kyl (R-AZ),R,AZ,0.76744187,495,150
109,S258,Landrieu (D-LA),D,LA,0.6248062,403,242
109,S105,Lugar (R-IN),R,IN,0.7209302,465,180
109,S304,Martinez (R-FL),R,FL,0.71472865,461,184
109,S197,McCain (R-AZ),R,AZ,0.49457365,319,326
109,S288,Murkowski (R-AK),R,AK,0.74883723,483,162
109,S229,Murray (D-WA),D,WA,0.82945734,535,110
109,S184,Shelby (D-AL),D,AL,-0.1131783,-73,718
109,S246,Thomas (R-WY),R,WY,0.751938,485,160
109,S299,Vitter (R-LA),R,LA,0.7023256,453,192
109,S306,Menendez (D-NJ),D,NJ,0.72043014,201,78
